route,airline_nm,direct,depart_dt,col_pre_depart_dt,search_dt,col_days_bf_depart,ticket_price,price_on_depart_date,col_saving_rate,col_day_of_week
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-25,-60,526.0,599.0,12.186978297161936,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-25,-60,593.0,599.0,1.001669449081803,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-25,-60,486.0,527.0,7.7798861480075905,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-25,-60,518.0,527.0,1.7077798861480076,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-25,-60,535.0,527.0,-1.5180265654648957,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-25,-60,571.0,527.0,-8.349146110056926,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-25,-60,581.0,527.0,-10.246679316888045,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-26,-59,496.0,599.0,17.195325542570952,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-26,-59,562.0,599.0,6.176961602671119,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-26,-59,563.0,599.0,6.010016694490818,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-26,-59,486.0,527.0,7.7798861480075905,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-26,-59,518.0,527.0,1.7077798861480076,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-26,-59,535.0,527.0,-1.5180265654648957,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-26,-59,571.0,527.0,-8.349146110056926,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-26,-59,581.0,527.0,-10.246679316888045,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-27,-58,520.0,599.0,13.18864774624374,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-27,-58,486.0,527.0,7.7798861480075905,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-27,-58,535.0,527.0,-1.5180265654648957,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-27,-58,569.0,527.0,-7.969639468690702,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-28,-57,520.0,599.0,13.18864774624374,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-28,-57,587.0,599.0,2.003338898163606,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-28,-57,536.0,527.0,-1.7077798861480076,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-28,-57,571.0,527.0,-8.349146110056926,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-28,-57,581.0,527.0,-10.246679316888045,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-29,-56,496.0,599.0,17.195325542570952,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-29,-56,563.0,599.0,6.010016694490818,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-29,-56,536.0,527.0,-1.7077798861480076,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-29,-56,572.0,527.0,-8.538899430740038,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-29,-56,582.0,527.0,-10.436432637571158,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-30,-55,520.0,599.0,13.18864774624374,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-30,-55,535.0,527.0,-1.5180265654648957,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-31,-54,532.0,599.0,11.185308848080133,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-03-31,-54,599.0,599.0,0.0,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-31,-54,540.0,527.0,-2.4667931688804554,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-03-31,-54,603.0,527.0,-14.421252371916509,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-04-01,-53,495.0,599.0,17.362270450751254,Wednesday
LON-to-HKG,British Airways,direct, 24/5,2023-05-24,2023-04-01,-53,562.0,599.0,6.176961602671119,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-04-01,-53,555.0,527.0,-5.313092979127135,Wednesday
LON-to-HKG,Cathay Pacific,direct, 24/5,2023-05-24,2023-04-01,-53,570.0,527.0,-8.159392789373815,Wednesday
