route,airline_nm,direct,depart_dt,col_pre_depart_dt,search_dt,col_days_bf_depart,ticket_price,price_on_depart_date,col_saving_rate,col_day_of_week
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-25,-60,361.0,593.0,39.12310286677909,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-25,-60,386.0,593.0,34.90725126475548,Wednesday
LON-to-SIN,British Airways,direct, 24/5,2023-05-24,2023-03-26,-59,513.0,528.0,2.840909090909091,Wednesday
LON-to-SIN,British Airways,direct, 24/5,2023-05-24,2023-03-26,-59,561.0,528.0,-6.25,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-26,-59,361.0,593.0,39.12310286677909,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-26,-59,386.0,593.0,34.90725126475548,Wednesday
LON-to-SIN,British Airways,direct, 24/5,2023-05-24,2023-03-27,-58,490.0,528.0,7.196969696969697,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-27,-58,359.0,593.0,39.46037099494098,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-27,-58,384.0,593.0,35.24451939291737,Wednesday
LON-to-SIN,British Airways,direct, 24/5,2023-05-24,2023-03-28,-57,515.0,528.0,2.462121212121212,Wednesday
LON-to-SIN,Qantas Airways,direct, 24/5,2023-05-24,2023-03-28,-57,602.0,630.0,4.444444444444445,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-28,-57,360.0,593.0,39.29173693086004,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-28,-57,385.0,593.0,35.07588532883643,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-29,-56,361.0,593.0,39.12310286677909,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-29,-56,386.0,593.0,34.90725126475548,Wednesday
LON-to-SIN,British Airways,direct, 24/5,2023-05-24,2023-03-30,-55,506.0,528.0,4.166666666666667,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-30,-55,352.0,593.0,40.64080944350759,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-30,-55,377.0,593.0,36.42495784148398,Wednesday
LON-to-SIN,British Airways,direct, 24/5,2023-05-24,2023-03-31,-54,518.0,528.0,1.893939393939394,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-31,-54,387.0,593.0,34.73861720067454,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-03-31,-54,412.0,593.0,30.52276559865093,Wednesday
LON-to-SIN,British Airways,direct, 24/5,2023-05-24,2023-04-01,-53,481.0,528.0,8.901515151515152,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-04-01,-53,360.0,593.0,39.29173693086004,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-04-01,-53,385.0,593.0,35.07588532883643,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-04-02,-52,360.0,593.0,39.29173693086004,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-04-02,-52,385.0,593.0,35.07588532883643,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-04-03,-51,360.0,593.0,39.29173693086004,Wednesday
LON-to-SIN,Singapore Airlines,direct, 24/5,2023-05-24,2023-04-03,-51,385.0,593.0,35.07588532883643,Wednesday
