route,airline_nm,direct,depart_dt,col_pre_depart_dt,search_dt,col_days_bf_depart,ticket_price,price_on_depart_date,col_saving_rate,col_day_of_week
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-03-25,-60,455.0,530.0,14.150943396226417,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-03-26,-59,455.0,530.0,14.150943396226417,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-03-27,-58,453.0,530.0,14.528301886792454,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-03-28,-57,455.0,530.0,14.150943396226417,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-03-29,-56,456.0,530.0,13.962264150943398,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-03-30,-55,446.0,530.0,15.849056603773587,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-03-31,-54,579.0,595.0,2.689075630252101,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-03-31,-54,476.0,530.0,10.18867924528302,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-01,-53,560.0,595.0,5.882352941176471,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-01,-53,454.0,530.0,14.339622641509434,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-02,-52,560.0,595.0,5.882352941176471,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-02,-52,454.0,530.0,14.339622641509434,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-03,-51,465.0,530.0,12.264150943396228,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-04,-50,569.0,595.0,4.369747899159664,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-04,-50,479.0,530.0,9.622641509433963,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-05,-49,569.0,595.0,4.369747899159664,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-05,-49,464.0,530.0,12.452830188679247,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-07,-47,557.0,595.0,6.38655462184874,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-07,-47,449.0,530.0,15.283018867924529,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-08,-46,559.0,595.0,6.050420168067228,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-08,-46,452.0,530.0,14.716981132075473,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-09,-45,560.0,595.0,5.882352941176471,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-09,-45,453.0,530.0,14.528301886792454,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-10,-44,552.0,595.0,7.226890756302522,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-10,-44,445.0,530.0,16.037735849056606,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-13,-41,565.0,595.0,5.04201680672269,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-13,-41,463.0,530.0,12.641509433962264,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-14,-40,561.0,595.0,5.714285714285714,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-14,-40,454.0,530.0,14.339622641509434,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-15,-39,452.0,530.0,14.716981132075473,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-16,-38,452.0,530.0,14.716981132075473,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-17,-37,452.0,530.0,14.716981132075473,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-18,-36,463.0,530.0,12.641509433962264,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-19,-35,560.0,595.0,5.882352941176471,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-19,-35,453.0,530.0,14.528301886792454,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-20,-34,567.0,595.0,4.705882352941177,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-20,-34,463.0,530.0,12.641509433962264,Wednesday
LON-to-BKK,EVA Air,direct, 24/5,2023-05-24,2023-04-21,-33,556.0,595.0,6.5546218487394965,Wednesday
LON-to-BKK,Thai Airways,direct, 24/5,2023-05-24,2023-04-21,-33,462.0,530.0,12.830188679245284,Wednesday
