route,airline_nm,direct,depart_dt,col_pre_depart_dt,search_dt,col_days_bf_depart,ticket_price,price_on_depart_date,col_saving_rate,col_day_of_week
LON-to-ICN,Asiana Airlines,direct, 24/5,2023-05-24,2023-03-25,-60,686.0,689.0,0.43541364296081275,Wednesday
LON-to-ICN,Korean Air,direct, 24/5,2023-05-24,2023-03-25,-60,658.0,713.0,7.713884992987377,Wednesday
LON-to-ICN,Asiana Airlines,direct, 24/5,2023-05-24,2023-03-26,-59,712.0,689.0,-3.3381712626995643,Wednesday
LON-to-ICN,Korean Air,direct, 24/5,2023-05-24,2023-03-26,-59,658.0,713.0,7.713884992987377,Wednesday
LON-to-ICN,Asiana Airlines,direct, 24/5,2023-05-24,2023-03-27,-58,710.0,689.0,-3.0478955007256894,Wednesday
LON-to-ICN,Korean Air,direct, 24/5,2023-05-24,2023-03-27,-58,674.0,713.0,5.46984572230014,Wednesday
LON-to-ICN,Virgin Atlantic,direct, 24/5,2023-05-24,2023-03-27,-58,734.0,757.0,3.038309114927345,Wednesday
LON-to-ICN,Asiana Airlines,direct, 24/5,2023-05-24,2023-03-28,-57,686.0,689.0,0.43541364296081275,Wednesday
LON-to-ICN,Korean Air,direct, 24/5,2023-05-24,2023-03-28,-57,657.0,713.0,7.854137447405329,Wednesday
LON-to-ICN,Virgin Atlantic,direct, 24/5,2023-05-24,2023-03-28,-57,735.0,757.0,2.9062087186261563,Wednesday
LON-to-ICN,Asiana Airlines,direct, 24/5,2023-05-24,2023-03-29,-56,686.0,689.0,0.43541364296081275,Wednesday
LON-to-ICN,Korean Air,direct, 24/5,2023-05-24,2023-03-29,-56,658.0,713.0,7.713884992987377,Wednesday
LON-to-ICN,Virgin Atlantic,direct, 24/5,2023-05-24,2023-03-29,-56,736.0,757.0,2.774108322324967,Wednesday
LON-to-ICN,Asiana Airlines,direct, 24/5,2023-05-24,2023-03-30,-55,686.0,689.0,0.43541364296081275,Wednesday
LON-to-ICN,Korean Air,direct, 24/5,2023-05-24,2023-03-30,-55,649.0,713.0,8.976157082748948,Wednesday
LON-to-ICN,Virgin Atlantic,direct, 24/5,2023-05-24,2023-03-30,-55,695.0,757.0,8.190224570673713,Wednesday
LON-to-ICN,Asiana Airlines,direct, 24/5,2023-05-24,2023-03-31,-54,724.0,689.0,-5.079825834542816,Wednesday
LON-to-ICN,Korean Air,direct, 24/5,2023-05-24,2023-03-31,-54,674.0,713.0,5.46984572230014,Wednesday
LON-to-ICN,Virgin Atlantic,direct, 24/5,2023-05-24,2023-03-31,-54,715.0,757.0,5.548216644649934,Wednesday
